snapshot_index,spoold_mem_fraction,spad_mem_fraction,total_mem,free_mem,used_mem,buff_cache_mem,total_swap,free_swap,used_swap,avail_mem,operation,num_streams,dedup_ratio,run_timestamp
18,0.11,0.003,65199836,10715748,14332204,40151884,67108860,65373692,1735168,43611148,backup,40,0.5,2019-10-22 14:35:40
19,0.11,0.003,65199836,10349756,14340212,40509868,67108860,65373692,1735168,43604712,backup,40,0.5,2019-10-22 14:35:40
20,0.11,0.003,65199836,9944472,14343260,40912104,67108860,65373692,1735168,43595300,backup,40,0.5,2019-10-22 14:35:40
21,0.11,0.003,65199836,9504920,14327680,41367236,67108860,65373692,1735168,43609820,backup,40,0.5,2019-10-22 14:35:40
22,0.11,0.003,65199836,9091880,14334616,41773340,67108860,65373692,1735168,43603592,backup,40,0.5,2019-10-22 14:35:40
23,0.11,0.003,65199836,8739116,14331704,42129016,67108860,65373692,1735168,43606644,backup,40,0.5,2019-10-22 14:35:40
24,0.11,0.003,65199836,8295412,14320572,42583852,67108860,65373692,1735168,43615028,backup,40,0.5,2019-10-22 14:35:40
25,0.11,0.003,65199836,8015820,14327928,42856088,67108860,65373692,1735168,43607880,backup,40,0.5,2019-10-22 14:35:40
26,0.11,0.003,65199836,7689292,14332448,43178096,67108860,65373692,1735168,43599520,backup,40,0.5,2019-10-22 14:35:40
27,0.11,0.003,65199836,7292360,14318448,43589028,67108860,65373692,1735168,43613604,backup,40,0.5,2019-10-22 14:35:40
28,0.11,0.003,65199836,6809492,14343424,44046920,67108860,65373692,1735168,43589464,backup,40,0.5,2019-10-22 14:35:40
29,0.11,0.003,65199836,6534668,14342060,44323108,67108860,65373692,1735168,43590796,backup,40,0.5,2019-10-22 14:35:40
30,0.11,0.003,65199836,5976532,14338084,44885220,67108860,65373692,1735168,43593324,backup,40,0.5,2019-10-22 14:35:40
31,0.11,0.003,65199836,5507824,14344228,45347784,67108860,65373692,1735168,43586508,backup,40,0.5,2019-10-22 14:35:40
32,0.11,0.003,65199836,5111904,14330472,45757460,67108860,65373692,1735168,43594452,backup,40,0.5,2019-10-22 14:35:40
33,0.11,0.003,65199836,4738776,14336140,46124920,67108860,65373692,1735168,43588784,backup,40,0.5,2019-10-22 14:35:40
34,0.11,0.003,65199836,4301712,14353032,46545092,67108860,65373692,1735168,43570660,backup,40,0.5,2019-10-22 14:35:40
35,0.11,0.003,65199836,3615860,14573652,47010324,67108860,65373692,1735168,43350160,backup,40,0.5,2019-10-22 14:35:40
36,0.11,0.003,65199836,3266248,14602980,47330608,67108860,65373692,1735168,43321428,backup,40,0.5,2019-10-22 14:35:40
37,0.11,0.003,65199836,3875904,14598184,46725748,67108860,65373692,1735168,43320440,backup,40,0.5,2019-10-22 14:35:40
38,0.11,0.003,65199836,3473756,14604784,47121296,67108860,65373692,1735168,43312892,backup,40,0.5,2019-10-22 14:35:40
39,0.11,0.003,65199836,3053756,14607304,47538776,67108860,65373692,1735168,43311392,backup,40,0.5,2019-10-22 14:35:40
40,0.11,0.003,65199836,3859908,14598244,46741684,67108860,65373692,1735168,43320436,backup,40,0.5,2019-10-22 14:35:40
41,0.11,0.003,65199836,3442552,14608212,47149072,67108860,65373692,1735168,43310420,backup,40,0.5,2019-10-22 14:35:40
42,0.11,0.003,65199836,3075264,14596768,47527804,67108860,65373692,1735168,43317644,backup,40,0.5,2019-10-22 14:35:40
43,0.11,0.003,65199836,3878544,14605172,46716120,67108860,65373692,1735168,43309184,backup,40,0.5,2019-10-22 14:35:40
44,0.11,0.003,65199836,3391840,14594684,47213312,67108860,65373948,1734912,43319900,backup,40,0.5,2019-10-22 14:35:40
45,0.11,0.003,65199836,2911580,14580356,47707900,67108860,65373948,1734912,43331652,backup,40,0.5,2019-10-22 14:35:40
46,0.11,0.003,65199836,3259908,14600888,47339040,67108860,65373948,1734912,43313604,backup,40,0.5,2019-10-22 14:35:40
47,0.11,0.003,65199836,3003300,14592292,47604244,67108860,65373948,1734912,43321752,backup,40,0.5,2019-10-22 14:35:40
48,0.11,0.003,65199836,3042752,14602488,47554596,67108860,65373948,1734912,43311752,backup,40,0.5,2019-10-22 14:35:40
49,0.11,0.003,65199836,3121084,14609616,47469136,67108860,65373948,1734912,43302044,backup,40,0.5,2019-10-22 14:35:40
50,0.11,0.003,65199836,3311872,14600236,47287728,67108860,65373948,1734912,43313256,backup,40,0.5,2019-10-22 14:35:40
51,0.11,0.003,65199836,2974960,14622196,47602680,67108860,65373948,1734912,43290980,backup,40,0.5,2019-10-22 14:35:40
52,0.11,0.003,65199836,3238988,14621640,47339208,67108860,65373948,1734912,43292960,backup,40,0.5,2019-10-22 14:35:40
53,0.11,0.003,65199836,3976156,14630868,46592812,67108860,65373948,1734912,43281660,backup,40,0.5,2019-10-22 14:35:40
54,0.11,0.003,65199836,3690100,14630700,46879036,67108860,65373948,1734912,43280944,backup,40,0.5,2019-10-22 14:35:40
55,0.11,0.003,65199836,3304196,14623916,47271724,67108860,65373948,1734912,43289396,backup,40,0.5,2019-10-22 14:35:40
56,0.11,0.003,65199836,3146544,14606416,47446876,67108860,65373948,1734912,43306720,backup,40,0.5,2019-10-22 14:35:40
57,0.11,0.003,65199836,3066416,14638436,47494984,67108860,65373948,1734912,43275704,backup,40,0.5,2019-10-22 14:35:40
58,0.11,0.003,65199836,3324928,14619700,47255208,67108860,65373948,1734912,43292320,backup,40,0.5,2019-10-22 14:35:40
59,0.11,0.003,65199836,3434044,14635188,47130604,67108860,65373948,1734912,43278000,backup,40,0.5,2019-10-22 14:35:40
60,0.11,0.003,65199836,3138340,14623960,47437536,67108860,65373948,1734912,43289428,backup,40,0.5,2019-10-22 14:35:40
61,0.11,0.003,65199836,3412464,14624060,47163312,67108860,65373948,1734912,43289200,backup,40,0.5,2019-10-22 14:35:40
62,0.11,0.003,65199836,2972940,14624428,47602468,67108860,65373948,1734912,43287448,backup,40,0.5,2019-10-22 14:35:40
63,0.11,0.003,65199836,3833184,14630840,46735812,67108860,65373948,1734912,43282340,backup,40,0.5,2019-10-22 14:35:40
64,0.11,0.003,65199836,3526248,14623604,47049984,67108860,65373948,1734912,43289588,backup,40,0.5,2019-10-22 14:35:40
65,0.11,0.003,65199836,3134300,14635384,47430152,67108860,65373948,1734912,43281108,backup,40,0.5,2019-10-22 14:35:40
66,0.11,0.003,65199836,3375416,14633416,47191004,67108860,65373948,1734912,43282148,backup,40,0.5,2019-10-22 14:35:40
67,0.11,0.003,65199836,2906068,14627216,47666552,67108860,65373948,1734912,43288464,backup,40,0.5,2019-10-22 14:35:40
68,0.11,0.003,65199836,3195380,14625544,47378912,67108860,65373948,1734912,43289764,backup,40,0.5,2019-10-22 14:35:40
69,0.11,0.003,65199836,3461096,14625664,47113076,67108860,65373692,1735168,43290764,backup,40,0.5,2019-10-22 14:35:40
70,0.11,0.003,65199836,3156792,14635052,47407992,67108860,65373692,1735168,43282536,backup,40,0.5,2019-10-22 14:35:40
71,0.11,0.003,65199836,3424680,14633760,47141396,67108860,65373692,1735168,43283276,backup,40,0.5,2019-10-22 14:35:40
1,0.109,0.002,65199836,3331560,12984884,48883392,67108860,65402620,1706240,44965980,backup,10,0.8,2019-10-22 13:56:14
2,0.109,0.002,65199836,2953384,12978992,49267460,67108860,65402620,1706240,44971784,backup,10,0.8,2019-10-22 13:56:14
3,0.109,0.002,65199836,3154824,12981628,49063384,67108860,65402364,1706496,44969732,backup,10,0.8,2019-10-22 13:56:14
4,0.109,0.002,65199836,3456884,12979944,48763008,67108860,65402108,1706752,44972052,backup,10,0.8,2019-10-22 13:56:14
5,0.109,0.002,65199836,3020376,12976980,49202480,67108860,65402108,1706752,44974288,backup,10,0.8,2019-10-22 13:56:14
6,0.109,0.002,65199836,3157168,12975920,49066748,67108860,65401596,1707264,44976932,backup,10,0.8,2019-10-22 13:56:14
7,0.109,0.002,65199836,3272776,12996652,48930408,67108860,65401340,1707520,44956680,backup,10,0.8,2019-10-22 13:56:14
8,0.109,0.002,65199836,2930168,12979332,49290336,67108860,65401340,1707520,44973764,backup,10,0.8,2019-10-22 13:56:14
9,0.109,0.002,65199836,3144120,12970264,49085452,67108860,65401340,1707520,44983136,backup,10,0.8,2019-10-22 13:56:14
10,0.109,0.002,65199836,3321836,12976984,48901016,67108860,65401084,1707776,44976632,backup,10,0.8,2019-10-22 13:56:14
11,0.109,0.002,65199836,2898276,12968120,49333440,67108860,65401084,1707776,44984680,backup,10,0.8,2019-10-22 13:56:14
12,0.109,0.002,65199836,3153776,12973108,49072952,67108860,65400828,1708032,44980620,backup,10,0.8,2019-10-22 13:56:14
13,0.109,0.002,65199836,3447820,12975884,48776132,67108860,65400316,1708544,44978200,backup,10,0.8,2019-10-22 13:56:14
14,0.109,0.002,65199836,2939272,12970536,49290028,67108860,65400316,1708544,44975536,backup,10,0.8,2019-10-22 13:56:14
15,0.109,0.002,65199836,3275868,12968456,48955512,67108860,65400060,1708800,44978536,backup,10,0.8,2019-10-22 13:56:14
16,0.109,0.002,65199836,3512348,12966220,48721268,67108860,65399548,1709312,44980248,backup,10,0.8,2019-10-22 13:56:14
17,0.109,0.002,65199836,3014264,12961708,49223864,67108860,65399548,1709312,44984888,backup,10,0.8,2019-10-22 13:56:14
18,0.109,0.002,65199836,3216212,12969792,49013832,67108860,65399548,1709312,44978012,backup,10,0.8,2019-10-22 13:56:14
19,0.109,0.002,65199836,3406496,12992116,48801224,67108860,65399292,1709568,44954500,backup,10,0.8,2019-10-22 13:56:14
20,0.109,0.002,65199836,3250312,12965680,48983844,67108860,65399292,1709568,44982012,backup,10,0.8,2019-10-22 13:56:14
21,0.109,0.002,65199836,3433328,12962804,48803704,67108860,65399292,1709568,44993016,backup,10,0.8,2019-10-22 13:56:14
22,0.109,0.002,65199836,2993396,12968292,49238148,67108860,65399292,1709568,44987228,backup,10,0.8,2019-10-22 13:56:14
23,0.109,0.002,65199836,3267336,12963272,48969228,67108860,65398780,1710080,44992176,backup,10,0.8,2019-10-22 13:56:14
24,0.109,0.002,65199836,2903596,12962848,49333392,67108860,65398780,1710080,44991356,backup,10,0.8,2019-10-22 13:56:14
25,0.109,0.002,65199836,3062308,12969024,49168504,67108860,65398524,1710336,44985352,backup,10,0.8,2019-10-22 13:56:14
1,0.113,0.003,65199836,3339712,17340360,44519764,67108860,65344184,1764676,40540260,backup,60,0.98,2019-10-22 15:25:30
2,0.113,0.003,65199836,3490720,17346760,44362356,67108860,65343928,1764932,40533300,backup,60,0.98,2019-10-22 15:25:30
3,0.113,0.003,65199836,3168200,17343692,44687944,67108860,65343928,1764932,40535920,backup,60,0.98,2019-10-22 15:25:30
4,0.113,0.003,65199836,3072956,17295336,44831544,67108860,65343672,1765188,40583300,backup,60,0.98,2019-10-22 15:25:30
5,0.113,0.003,65199836,3067164,17300596,44832076,67108860,65343672,1765188,40578152,backup,60,0.98,2019-10-22 15:25:30
6,0.113,0.003,65199836,3344160,17320472,44535204,67108860,65343672,1765188,40558336,backup,60,0.98,2019-10-22 15:25:30
7,0.113,0.003,65199836,3312952,17328400,44558484,67108860,65343484,1765376,40550344,backup,60,0.98,2019-10-22 15:25:30
8,0.113,0.003,65199836,2980308,17322860,44896668,67108860,65343484,1765376,40555936,backup,60,0.98,2019-10-22 15:25:30
9,0.113,0.003,65199836,3188996,17328696,44682144,67108860,65342900,1765960,40550220,backup,60,0.98,2019-10-22 15:25:30
10,0.113,0.003,65199836,3108092,17321008,44770736,67108860,65342644,1766216,40557524,backup,60,0.98,2019-10-22 15:25:30
11,0.113,0.003,65199836,2946232,17318180,44935424,67108860,65342644,1766216,40560464,backup,60,0.98,2019-10-22 15:25:30
12,0.113,0.003,65199836,3028016,17325172,44846648,67108860,65342384,1766476,40551564,backup,60,0.98,2019-10-22 15:25:30
13,0.113,0.003,65199836,3365792,17315368,44518676,67108860,65341872,1766988,40561080,backup,60,0.98,2019-10-22 15:25:30
14,0.113,0.003,65199836,2942184,17317312,44940340,67108860,65341872,1766988,40560704,backup,60,0.98,2019-10-22 15:25:30
15,0.113,0.003,65199836,3151888,17314792,44733156,67108860,65341692,1767168,40562080,backup,60,0.98,2019-10-22 15:25:30
16,0.113,0.003,65199836,3467764,17332920,44399152,67108860,65341356,1767504,40545464,backup,60,0.98,2019-10-22 15:25:30
17,0.113,0.003,65199836,3008148,17321176,44870512,67108860,65341356,1767504,40556052,backup,60,0.98,2019-10-22 15:25:30
18,0.113,0.003,65199836,3136908,17327372,44735556,67108860,65341100,1767760,40549452,backup,60,0.98,2019-10-22 15:25:30
19,0.113,0.003,65199836,3388008,17331240,44480588,67108860,65341100,1767760,40545520,backup,60,0.98,2019-10-22 15:25:30
20,0.113,0.003,65199836,3499932,17330588,44369316,67108860,65341100,1767760,40547856,backup,60,0.98,2019-10-22 15:25:30
21,0.113,0.003,65199836,3081092,17322200,44796544,67108860,65341100,1767760,40554672,backup,60,0.98,2019-10-22 15:25:30
22,0.113,0.003,65199836,3344612,17323396,44531828,67108860,65340844,1768016,40554428,backup,60,0.98,2019-10-22 15:25:30
23,0.113,0.003,65199836,3493684,17319524,44386628,67108860,65340844,1768016,40558760,backup,60,0.98,2019-10-22 15:25:30
24,0.113,0.003,65199836,3115552,17327928,44756356,67108860,65340844,1768016,40550292,backup,60,0.98,2019-10-22 15:25:30
25,0.113,0.003,65199836,3348524,17328860,44522452,67108860,65340844,1768016,40548512,backup,60,0.98,2019-10-22 15:25:30
26,0.113,0.003,65199836,3433484,17338648,44427704,67108860,65340668,1768192,40539468,backup,60,0.98,2019-10-22 15:25:30
27,0.113,0.003,65199836,3137048,17333928,44728860,67108860,65340668,1768192,40544120,backup,60,0.98,2019-10-22 15:25:30
28,0.113,0.003,65199836,3346196,17324184,44529456,67108860,65340328,1768532,40553584,backup,60,0.98,2019-10-22 15:25:30
29,0.113,0.003,65199836,2943784,17305372,44950680,67108860,65340328,1768532,40570824,backup,60,0.98,2019-10-22 15:25:30
30,0.113,0.003,65199836,3200352,17325656,44673828,67108860,65340072,1768788,40552200,backup,60,0.98,2019-10-22 15:25:30
31,0.113,0.003,65199836,3412300,17345804,44441732,67108860,65339816,1769044,40530076,backup,60,0.98,2019-10-22 15:25:30
32,0.113,0.003,65199836,3042836,17349344,44807656,67108860,65339816,1769044,40527324,backup,60,0.98,2019-10-22 15:25:30
33,0.113,0.003,65199836,3147080,17323112,44729644,67108860,65339816,1769044,40552828,backup,60,0.98,2019-10-22 15:25:30
34,0.113,0.003,65199836,3395552,17331736,44472548,67108860,65339816,1769044,40544784,backup,60,0.98,2019-10-22 15:25:30
35,0.113,0.003,65199836,3342700,17347632,44509504,67108860,65339816,1769044,40528772,backup,60,0.98,2019-10-22 15:25:30
36,0.113,0.003,65199836,3542424,17357332,44300080,67108860,65339816,1769044,40520288,backup,60,0.98,2019-10-22 15:25:30
37,0.113,0.003,65199836,3226460,17350136,44623240,67108860,65339816,1769044,40525900,backup,60,0.98,2019-10-22 15:25:30
38,0.113,0.003,65199836,3300572,17426108,44473156,67108860,65339644,1769216,40449936,backup,60,0.98,2019-10-22 15:25:30
39,0.113,0.003,65199836,3459028,17640000,44100808,67108860,65339300,1769560,40236064,backup,60,0.98,2019-10-22 15:25:30
40,0.113,0.003,65199836,3293448,17834296,44072092,67108860,65339044,1769816,40040800,backup,60,0.98,2019-10-22 15:25:30
41,0.113,0.003,65199836,3671892,17989632,43538312,67108860,65339044,1769816,39886660,backup,60,0.98,2019-10-22 15:25:30
42,0.113,0.003,65199836,3270256,18021484,43908096,67108860,65339044,1769816,39854280,backup,60,0.98,2019-10-22 15:25:30
43,0.113,0.003,65199836,3550484,18012192,43637160,67108860,65338620,1770240,39863516,backup,60,0.98,2019-10-22 15:25:30
44,0.113,0.003,65199836,3215936,17962300,44021600,67108860,65338620,1770240,39912100,backup,60,0.98,2019-10-22 15:25:30
45,0.113,0.003,65199836,3507864,17975348,43716624,67108860,65338620,1770240,39899440,backup,60,0.98,2019-10-22 15:25:30
46,0.113,0.003,65199836,3191332,17971316,44037188,67108860,65338620,1770240,39902820,backup,60,0.98,2019-10-22 15:25:30
47,0.113,0.003,65199836,3402568,17981888,43815380,67108860,65338620,1770240,39892752,backup,60,0.98,2019-10-22 15:25:30
48,0.113,0.003,65199836,5744428,17991928,41463480,67108860,65338620,1770240,39882668,backup,60,0.98,2019-10-22 15:25:30
49,0.113,0.003,65199836,5511180,17974372,41714284,67108860,65338620,1770240,39900132,backup,60,0.98,2019-10-22 15:25:30
50,0.113,0.003,65199836,5036232,17967956,42195648,67108860,65338620,1770240,39906820,backup,60,0.98,2019-10-22 15:25:30
51,0.113,0.003,65199836,4792892,17951396,42455548,67108860,65338620,1770240,39922980,backup,60,0.98,2019-10-22 15:25:30
52,0.113,0.003,65199836,4459832,17949096,42790908,67108860,65338620,1770240,39925144,backup,60,0.98,2019-10-22 15:25:30
53,0.113,0.003,65199836,4147692,17950648,43101496,67108860,65338620,1770240,39923480,backup,60,0.98,2019-10-22 15:25:30
54,0.113,0.003,65199836,3664788,17950996,43584052,67108860,65338620,1770240,39922432,backup,60,0.98,2019-10-22 15:25:30
55,0.113,0.003,65199836,3339444,17954124,43906268,67108860,65338620,1770240,39918856,backup,60,0.98,2019-10-22 15:25:30
56,0.113,0.003,65199836,2944008,17950380,44305448,67108860,65338620,1770240,39921592,backup,60,0.98,2019-10-22 15:25:30
57,0.113,0.003,65199836,3800584,17960100,43439152,67108860,65338016,1770844,39912756,backup,60,0.98,2019-10-22 15:25:30
58,0.113,0.003,65199836,3319824,17972288,43907724,67108860,65338016,1770844,39900148,backup,60,0.98,2019-10-22 15:25:30
59,0.113,0.003,65199836,3133572,17957892,44108372,67108860,65338016,1770844,39912068,backup,60,0.98,2019-10-22 15:25:30
60,0.113,0.003,65199836,3185568,17997604,44016664,67108860,65337760,1771100,39871432,backup,60,0.98,2019-10-22 15:25:30
61,0.113,0.003,65199836,3315680,17993528,43890628,67108860,65337760,1771100,39873140,backup,60,0.98,2019-10-22 15:25:30
62,0.113,0.003,65199836,3040476,17998704,44160656,67108860,65337760,1771100,39871416,backup,60,0.98,2019-10-22 15:25:30
63,0.113,0.003,65199836,3720980,17992620,43486236,67108860,65337596,1771264,39873532,backup,60,0.98,2019-10-22 15:25:30
64,0.113,0.003,65199836,3461068,17985300,43753468,67108860,65337596,1771264,39883040,backup,60,0.98,2019-10-22 15:25:30
65,0.113,0.003,65199836,2973820,18007956,44218060,67108860,65337596,1771264,39860756,backup,60,0.98,2019-10-22 15:25:30
66,0.113,0.003,65199836,3327096,17991816,43880924,67108860,65337500,1771360,39875636,backup,60,0.98,2019-10-22 15:25:30
67,0.113,0.003,65199836,3433644,17973076,43793116,67108860,65337244,1771616,39893808,backup,60,0.98,2019-10-22 15:25:30
68,0.113,0.003,65199836,3184860,17967136,44047840,67108860,65337244,1771616,39901488,backup,60,0.98,2019-10-22 15:25:30
69,0.113,0.003,65199836,3331232,17970724,43897880,67108860,65337244,1771616,39896768,backup,60,0.98,2019-10-22 15:25:30
70,0.113,0.003,65199836,2945256,17983968,44270612,67108860,65337244,1771616,39883796,backup,60,0.98,2019-10-22 15:25:30
71,0.113,0.003,65199836,2938068,17972972,44288796,67108860,65336988,1771872,39894652,backup,60,0.98,2019-10-22 15:25:30
72,0.113,0.003,65199836,3387552,17961788,43850496,67108860,65336472,1772388,39905804,backup,60,0.98,2019-10-22 15:25:30
1,0.11,0.003,65199836,3171256,14638272,47390308,67108860,65373436,1735424,43283396,backup,40,0.8,2019-10-22 14:42:20
2,0.11,0.003,65199836,5590816,14634172,44974848,67108860,65373180,1735680,43289652,backup,40,0.8,2019-10-22 14:42:20
3,0.11,0.003,65199836,5208276,14630832,45360728,67108860,65373180,1735680,43293248,backup,40,0.8,2019-10-22 14:42:20
4,0.11,0.003,65199836,4874064,14637996,45687776,67108860,65373180,1735680,43284732,backup,40,0.8,2019-10-22 14:42:20
5,0.11,0.003,65199836,4265676,14643044,46291116,67108860,65373180,1735680,43276812,backup,40,0.8,2019-10-22 14:42:20
6,0.11,0.003,65199836,4068192,14642868,46488776,67108860,65373180,1735680,43279476,backup,40,0.8,2019-10-22 14:42:20
7,0.11,0.003,65199836,3670676,14642136,46887024,67108860,65373180,1735680,43281216,backup,40,0.8,2019-10-22 14:42:20
8,0.11,0.003,65199836,3326184,14630140,47243512,67108860,65373180,1735680,43291876,backup,40,0.8,2019-10-22 14:42:20
9,0.11,0.003,65199836,2910540,14638264,47651032,67108860,65373180,1735680,43283804,backup,40,0.8,2019-10-22 14:42:20
10,0.11,0.003,65199836,3624496,14631100,46944240,67108860,65372412,1736448,43291688,backup,40,0.8,2019-10-22 14:42:20
11,0.11,0.003,65199836,3262660,14641588,47295588,67108860,65372412,1736448,43282076,backup,40,0.8,2019-10-22 14:42:20
12,0.11,0.003,65199836,3431548,14633168,47135120,67108860,65372412,1736448,43289856,backup,40,0.8,2019-10-22 14:42:20
13,0.11,0.003,65199836,3098972,14644376,47456488,67108860,65372412,1736448,43277700,backup,40,0.8,2019-10-22 14:42:20
14,0.11,0.003,65199836,3083160,14919612,47197064,67108860,65375228,1733632,43000032,backup,40,0.8,2019-10-22 14:42:20
15,0.11,0.003,65199836,3464920,14793220,46941696,67108860,65379836,1729024,43127628,backup,40,0.8,2019-10-22 14:42:20
16,0.11,0.003,65199836,3413268,15028736,46757832,67108860,65379836,1729024,42890884,backup,40,0.8,2019-10-22 14:42:20
17,0.11,0.003,65199836,3009100,15152976,47037760,67108860,65379836,1729024,42769480,backup,40,0.8,2019-10-22 14:42:20
18,0.11,0.003,65199836,4300400,15158468,45740968,67108860,65379836,1729024,42761580,backup,40,0.8,2019-10-22 14:42:20
19,0.11,0.003,65199836,3843720,15167860,46188256,67108860,65379836,1729024,42751640,backup,40,0.8,2019-10-22 14:42:20
20,0.11,0.003,65199836,3444040,15169648,46586148,67108860,65379836,1729024,42749484,backup,40,0.8,2019-10-22 14:42:20
21,0.11,0.003,65199836,3074988,15182656,46942192,67108860,65379836,1729024,42734412,backup,40,0.8,2019-10-22 14:42:20
22,0.11,0.003,65199836,3328040,15184788,46687008,67108860,65379836,1729024,42733224,backup,40,0.8,2019-10-22 14:42:20
23,0.11,0.003,65199836,3078176,15189072,46932588,67108860,65379836,1729024,42729100,backup,40,0.8,2019-10-22 14:42:20
24,0.11,0.003,65199836,3319100,15188332,46692404,67108860,65379836,1729024,42724468,backup,40,0.8,2019-10-22 14:42:20
25,0.11,0.003,65199836,3052860,15185932,46961044,67108860,65379836,1729024,42725760,backup,40,0.8,2019-10-22 14:42:20
26,0.11,0.003,65199836,3250088,15183984,46765764,67108860,65379836,1729024,42725484,backup,40,0.8,2019-10-22 14:42:20
27,0.11,0.003,65199836,2889572,15173004,47137260,67108860,65379836,1729024,42732996,backup,40,0.8,2019-10-22 14:42:20
28,0.11,0.003,65199836,3140152,15190532,46869152,67108860,65379836,1729024,42715048,backup,40,0.8,2019-10-22 14:42:20
29,0.11,0.003,65199836,3407484,15183048,46609304,67108860,65379836,1729024,42723900,backup,40,0.8,2019-10-22 14:42:20
30,0.11,0.003,65199836,3107744,15185932,46906160,67108860,65379836,1729024,42720172,backup,40,0.8,2019-10-22 14:42:20
31,0.11,0.003,65199836,3402824,15172572,46624440,67108860,65379836,1729024,42732344,backup,40,0.8,2019-10-22 14:42:20
32,0.11,0.003,65199836,2984316,15175720,47039800,67108860,65379836,1729024,42730752,backup,40,0.8,2019-10-22 14:42:20
33,0.11,0.003,65199836,3380012,15164148,46655676,67108860,65379836,1729024,42740348,backup,40,0.8,2019-10-22 14:42:20
34,0.11,0.003,65199836,3028324,15178788,46992724,67108860,65379836,1729024,42728196,backup,40,0.8,2019-10-22 14:42:20
35,0.11,0.003,65199836,3093120,15194776,46911940,67108860,65379836,1729024,42711616,backup,40,0.8,2019-10-22 14:42:20
36,0.11,0.003,65199836,3001360,15184016,47014460,67108860,65379836,1729024,42722728,backup,40,0.8,2019-10-22 14:42:20
37,0.11,0.003,65199836,3186996,15173256,46839584,67108860,65379836,1729024,42735080,backup,40,0.8,2019-10-22 14:42:20
38,0.11,0.003,65199836,3378344,15182272,46639220,67108860,65379836,1729024,42727440,backup,40,0.8,2019-10-22 14:42:20
39,0.11,0.003,65199836,3070544,15188152,46941140,67108860,65379836,1729024,42721564,backup,40,0.8,2019-10-22 14:42:20
40,0.11,0.003,65199836,3384152,15186784,46628900,67108860,65379836,1729024,42724760,backup,40,0.8,2019-10-22 14:42:20
41,0.11,0.003,65199836,3011728,15174372,47013736,67108860,65379836,1729024,42737116,backup,40,0.8,2019-10-22 14:42:20
42,0.11,0.003,65199836,3215108,15207896,46776832,67108860,65379836,1729024,42706352,backup,40,0.8,2019-10-22 14:42:20
43,0.11,0.003,65199836,3044300,15192976,46962560,67108860,65379836,1729024,42717768,backup,40,0.8,2019-10-22 14:42:20
44,0.11,0.003,65199836,3323772,15196824,46679240,67108860,65379836,1729024,42715056,backup,40,0.8,2019-10-22 14:42:20
45,0.11,0.003,65199836,2912424,15187500,47099912,67108860,65379836,1729024,42724300,backup,40,0.8,2019-10-22 14:42:20
46,0.11,0.003,65199836,3200024,15180140,46819672,67108860,65379836,1729024,42731864,backup,40,0.8,2019-10-22 14:42:20
47,0.11,0.003,65199836,3891184,15180312,46128340,67108860,65379580,1729280,42734708,backup,40,0.8,2019-10-22 14:42:20
48,0.11,0.003,65199836,3992940,15161836,46045060,67108860,65379580,1729280,42754400,backup,40,0.8,2019-10-22 14:42:20
49,0.11,0.003,65199836,3558020,15185644,46456172,67108860,65379580,1729280,42728032,backup,40,0.8,2019-10-22 14:42:20
50,0.11,0.003,65199836,3243020,15170372,46786444,67108860,65379580,1729280,42741084,backup,40,0.8,2019-10-22 14:42:20
51,0.11,0.003,65199836,3449724,15129188,46620924,67108860,65379580,1729280,42785252,backup,40,0.8,2019-10-22 14:42:20
52,0.11,0.003,65199836,3015516,15161512,47022808,67108860,65379580,1729280,42754688,backup,40,0.8,2019-10-22 14:42:20
53,0.11,0.003,65199836,3913648,15174856,46111332,67108860,65379580,1729280,42741788,backup,40,0.8,2019-10-22 14:42:20
54,0.11,0.003,65199836,3533252,15152448,46514136,67108860,65379580,1729280,42762572,backup,40,0.8,2019-10-22 14:42:20
55,0.11,0.003,65199836,3079572,15165112,46955152,67108860,65379580,1729280,42750056,backup,40,0.8,2019-10-22 14:42:20
56,0.11,0.003,65199836,3463504,15166264,46570068,67108860,65379580,1729280,42748924,backup,40,0.8,2019-10-22 14:42:20
57,0.11,0.003,65199836,3026872,15139464,47033500,67108860,65379580,1729280,42774708,backup,40,0.8,2019-10-22 14:42:20
58,0.11,0.003,65199836,3255452,15172584,46771800,67108860,65379580,1729280,42741860,backup,40,0.8,2019-10-22 14:42:20
59,0.11,0.003,65199836,3483316,15148480,46568040,67108860,65379580,1729280,42770048,backup,40,0.8,2019-10-22 14:42:20
60,0.11,0.003,65199836,2955052,15200432,47044352,67108860,65379580,1729280,42717640,backup,40,0.8,2019-10-22 14:42:20
61,0.11,0.003,65199836,3176028,15199848,46823960,67108860,65379580,1729280,42717568,backup,40,0.8,2019-10-22 14:42:20
62,0.11,0.003,65199836,3365608,15234272,46599956,67108860,65379580,1729280,42682440,backup,40,0.8,2019-10-22 14:42:20
63,0.11,0.003,65199836,3002092,15234456,46963288,67108860,65379580,1729280,42681228,backup,40,0.8,2019-10-22 14:42:20
64,0.11,0.003,65199836,3176104,15229416,46794316,67108860,65379580,1729280,42686376,backup,40,0.8,2019-10-22 14:42:20
65,0.11,0.003,65199836,3445860,15217984,46535992,67108860,65379580,1729280,42695988,backup,40,0.8,2019-10-22 14:42:20
66,0.11,0.003,65199836,3099452,15230340,46870044,67108860,65379580,1729280,42684420,backup,40,0.8,2019-10-22 14:42:20
