snapshot_index,spoold_mem_fraction,spad_mem_fraction,total_mem,free_mem,used_mem,buff_cache_mem,total_swap,free_swap,used_swap,avail_mem,operation,num_streams,dedup_ratio,run_timestamp
2,0.166,0.005,65199836,8355608,18762700,38081528,67108860,67108860,0,35813212,backup,40,0.8,2019-10-24 13:56:02
3,0.166,0.005,65199836,7830012,18763952,38605872,67108860,67108860,0,35812332,backup,40,0.8,2019-10-24 13:56:02
4,0.166,0.005,65199836,7285164,18768864,39145808,67108860,67108860,0,35807396,backup,40,0.8,2019-10-24 13:56:02
5,0.166,0.005,65199836,6765592,18771764,39662480,67108860,67108860,0,35803588,backup,40,0.8,2019-10-24 13:56:02
6,0.166,0.005,65199836,6134632,18772140,40293064,67108860,67108860,0,35802912,backup,40,0.8,2019-10-24 13:56:02
7,0.166,0.005,65199836,5684604,18776144,40739088,67108860,67108860,0,35798512,backup,40,0.8,2019-10-24 13:56:02
8,0.166,0.005,65199836,5139456,18780236,41280144,67108860,67108860,0,35793940,backup,40,0.8,2019-10-24 13:56:02
9,0.166,0.005,65199836,4676984,18784536,41738316,67108860,67108860,0,35790316,backup,40,0.8,2019-10-24 13:56:02
10,0.166,0.005,65199836,4211092,18787052,42201692,67108860,67108860,0,35788400,backup,40,0.8,2019-10-24 13:56:02
11,0.166,0.005,65199836,3691472,18787428,42720936,67108860,67108860,0,35787944,backup,40,0.8,2019-10-24 13:56:02
12,0.166,0.005,65199836,3224432,18792288,43183116,67108860,67108860,0,35782220,backup,40,0.8,2019-10-24 13:56:02
13,0.166,0.005,65199836,2845196,18797132,43557508,67108860,67106812,2048,35780120,backup,40,0.8,2019-10-24 13:56:02
14,0.166,0.005,65199836,3351728,18787496,43060612,67108860,67101172,7688,35792272,backup,40,0.8,2019-10-24 13:56:02
15,0.166,0.005,65199836,5564164,18707764,40927908,67108860,67099380,9480,35872908,backup,40,0.8,2019-10-24 13:56:02
16,0.166,0.005,65199836,5071348,18702020,41426468,67108860,67099380,9480,35879100,backup,40,0.8,2019-10-24 13:56:02
17,0.166,0.005,65199836,4610500,18711952,41877384,67108860,67099380,9480,35869328,backup,40,0.8,2019-10-24 13:56:02
18,0.166,0.005,65199836,4061196,18709996,42428644,67108860,67099380,9480,35868700,backup,40,0.8,2019-10-24 13:56:02
19,0.166,0.005,65199836,3489668,18714068,42996100,67108860,67099380,9480,35867004,backup,40,0.8,2019-10-24 13:56:02
20,0.166,0.005,65199836,3068360,18716660,43414816,67108860,67099380,9480,35863864,backup,40,0.8,2019-10-24 13:56:02
21,0.166,0.005,65199836,3480988,18697632,43021216,67108860,67098620,10240,35883204,backup,40,0.8,2019-10-24 13:56:02
22,0.166,0.005,65199836,2940672,18695484,43563680,67108860,67098620,10240,35884236,backup,40,0.8,2019-10-24 13:56:02
23,0.166,0.005,65199836,3441220,18676008,43082608,67108860,67098356,10504,35904180,backup,40,0.8,2019-10-24 13:56:02
24,0.166,0.005,65199836,3214540,18675408,43309888,67108860,67098356,10504,35905776,backup,40,0.8,2019-10-24 13:56:02
25,0.166,0.005,65199836,3412124,18675100,43112612,67108860,67098356,10504,35904820,backup,40,0.8,2019-10-24 13:56:02
26,0.166,0.005,65199836,2920016,18721168,43558652,67108860,67098356,10504,35857696,backup,40,0.8,2019-10-24 13:56:02
27,0.166,0.005,65199836,3476256,18636204,43087376,67108860,67098100,10760,35941292,backup,40,0.8,2019-10-24 13:56:02
28,0.166,0.005,65199836,3065512,18638948,43495376,67108860,67098100,10760,35940820,backup,40,0.8,2019-10-24 13:56:02
29,0.166,0.005,65199836,3605500,18614860,42979476,67108860,67098100,10760,35963700,backup,40,0.8,2019-10-24 13:56:02
30,0.166,0.005,65199836,3034376,18622832,43542628,67108860,67098100,10760,35957064,backup,40,0.8,2019-10-24 13:56:02
31,0.166,0.005,65199836,3483340,18592556,43123940,67108860,67097596,11264,35986444,backup,40,0.8,2019-10-24 13:56:02
32,0.166,0.005,65199836,3071284,18592584,43535968,67108860,67097596,11264,35986760,backup,40,0.8,2019-10-24 13:56:02
33,0.166,0.005,65199836,3482748,18566756,43150332,67108860,67097332,11528,36010948,backup,40,0.8,2019-10-24 13:56:02
34,0.166,0.005,65199836,3009552,18569284,43621000,67108860,67097332,11528,36010068,backup,40,0.8,2019-10-24 13:56:02
35,0.166,0.005,65199836,3710220,18549912,42939704,67108860,67097332,11528,36030752,backup,40,0.8,2019-10-24 13:56:02
36,0.166,0.005,65199836,3209548,18554776,43435512,67108860,67097332,11528,36024036,backup,40,0.8,2019-10-24 13:56:02
37,0.166,0.005,65199836,3645540,18535240,43019056,67108860,67097076,11784,36040436,backup,40,0.8,2019-10-24 13:56:02
38,0.166,0.005,65199836,3203992,18532396,43463448,67108860,67097076,11784,36046916,backup,40,0.8,2019-10-24 13:56:02
39,0.166,0.005,65199836,3778860,18531752,42889224,67108860,67097076,11784,36047872,backup,40,0.8,2019-10-24 13:56:02
40,0.166,0.005,65199836,3336568,18519112,43344156,67108860,67097076,11784,36060736,backup,40,0.8,2019-10-24 13:56:02
41,0.166,0.005,65199836,3218064,18514460,43467312,67108860,67096572,12288,36066432,backup,40,0.8,2019-10-24 13:56:02
42,0.166,0.005,65199836,3463668,18502416,43233752,67108860,67096572,12288,36075368,backup,40,0.8,2019-10-24 13:56:02
43,0.166,0.005,65199836,2940856,18500144,43758836,67108860,67096572,12288,36079268,backup,40,0.8,2019-10-24 13:56:02
44,0.166,0.005,65199836,3639780,18482376,43077680,67108860,67096572,12288,36097052,backup,40,0.8,2019-10-24 13:56:02
45,0.166,0.005,65199836,3128816,18485128,43585892,67108860,67096572,12288,36094256,backup,40,0.8,2019-10-24 13:56:02
46,0.166,0.005,65199836,3785388,18460788,42953660,67108860,67096308,12552,36117932,backup,40,0.8,2019-10-24 13:56:02
47,0.166,0.005,65199836,3283872,18458052,43457912,67108860,67096308,12552,36121012,backup,40,0.8,2019-10-24 13:56:02
48,0.166,0.005,65199836,3863968,18449760,42886108,67108860,67096308,12552,36128812,backup,40,0.8,2019-10-24 13:56:02
49,0.166,0.005,65199836,3347784,18449108,43402944,67108860,67096308,12552,36127836,backup,40,0.8,2019-10-24 13:56:02
50,0.166,0.005,65199836,4038300,18431296,42730240,67108860,67096308,12552,36148508,backup,40,0.8,2019-10-24 13:56:02
51,0.166,0.005,65199836,3510376,18443340,43246120,67108860,67096308,12552,36135700,backup,40,0.8,2019-10-24 13:56:02
52,0.166,0.005,65199836,3044464,18430688,43724684,67108860,67096308,12552,36148448,backup,40,0.8,2019-10-24 13:56:02
53,0.166,0.005,65199836,3115336,18418920,43665580,67108860,67096308,12552,36160896,backup,40,0.8,2019-10-24 13:56:02
